"Producto,""Creado el"",""Valor unitario"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:34:53"",""0.0"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:41:18"",""0.0"""
"Prueba,""2025-10-30 12:39:34"",""0.0"""
"[105136] PULSERA HILO CUBO INICIAL (D, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105137] PULSERA HILO CUBO INICIAL (D, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105138] PULSERA HILO CUBO INICIAL (D, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105139] PULSERA HILO CUBO INICIAL (E, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105140] PULSERA HILO CUBO INICIAL (E, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105141] PULSERA HILO CUBO INICIAL (E, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105142] PULSERA HILO CUBO INICIAL (E, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105143] PULSERA HILO CUBO INICIAL (F, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105144] PULSERA HILO CUBO INICIAL (F, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105145] PULSERA HILO CUBO INICIAL (F, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105146] PULSERA HILO CUBO INICIAL (F, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105147] PULSERA HILO CUBO INICIAL (G, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105148] PULSERA HILO CUBO INICIAL (G, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105149] PULSERA HILO CUBO INICIAL (G, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105150] PULSERA HILO CUBO INICIAL (G, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105151] PULSERA HILO CUBO INICIAL (H, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105152] PULSERA HILO CUBO INICIAL (H, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105153] PULSERA HILO CUBO INICIAL (H, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105154] PULSERA HILO CUBO INICIAL (H, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105211] PULSERA HILO CUBO INICIAL (I, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105212] PULSERA HILO CUBO INICIAL (I, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105213] PULSERA HILO CUBO INICIAL (I, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105214] PULSERA HILO CUBO INICIAL (I, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105155] PULSERA HILO CUBO INICIAL (J, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105156] PULSERA HILO CUBO INICIAL (J, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105157] PULSERA HILO CUBO INICIAL (J, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105158] PULSERA HILO CUBO INICIAL (J, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105207] PULSERA HILO CUBO INICIAL (O, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105208] PULSERA HILO CUBO INICIAL (O, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105209] PULSERA HILO CUBO INICIAL (O, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105210] PULSERA HILO CUBO INICIAL (O, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105199] PULSERA HILO CUBO INICIAL (W, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105200] PULSERA HILO CUBO INICIAL (W, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105201] PULSERA HILO CUBO INICIAL (W, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105202] PULSERA HILO CUBO INICIAL (W, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105215] PULSERA HILO CUBO INICIAL (X, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105216] PULSERA HILO CUBO INICIAL (X, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105217] PULSERA HILO CUBO INICIAL (X, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105218] PULSERA HILO CUBO INICIAL (X, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105191] PULSERA HILO CUBO INICIAL (Y, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105192] PULSERA HILO CUBO INICIAL (Y, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105193] PULSERA HILO CUBO INICIAL (Y, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105194] PULSERA HILO CUBO INICIAL (Y, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105203] PULSERA HILO CUBO INICIAL (Z, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105204] PULSERA HILO CUBO INICIAL (Z, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105205] PULSERA HILO CUBO INICIAL (Z, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105206] PULSERA HILO CUBO INICIAL (Z, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105115] PULSERA HILO CUBO CORAZON (BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105116] PULSERA HILO CUBO CORAZON (MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105117] PULSERA HILO CUBO CORAZON (NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105118] PULSERA HILO CUBO CORAZON (ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105226] PULSERA HILO BARRITA (1) (MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105227] PULSERA HILO BARRITA (1) (NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105228] PULSERA HILO BARRITA (1) (ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105219] PULSERA HILO BARRITA (2),""2026-03-26 13:13:43"",""0.0"""
"[105229] PULSERA HILO MACRAME,""2026-03-26 13:13:43"",""4.59"""
"[105222] PULSERA TUBO CUERO CUBOS MULTI (MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105223] PULSERA TUBO CUERO CUBOS MULTI (NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105220] PULSERA TUBO CUERO CUBO CORAZON (MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105221] PULSERA TUBO CUERO CUBO CORAZON (NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105224] PULSERA TUBO CUERO BARRITA (MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105225] PULSERA TUBO CUERO BARRITA (NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105114] COLLAR TUBO CUERO (35),""2026-03-26 13:13:43"",""0.0"""
"[105113] COLLAR TUBO CUERO (45),""2026-03-26 13:13:43"",""0.0"""
"[105159] PULSERA HILO CUBO INICIAL (K, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105162] PULSERA HILO CUBO INICIAL (K, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105160] PULSERA HILO CUBO INICIAL (K, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105161] PULSERA HILO CUBO INICIAL (K, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105163] PULSERA HILO CUBO INICIAL (L, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105164] PULSERA HILO CUBO INICIAL (L, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105165] PULSERA HILO CUBO INICIAL (L, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105166] PULSERA HILO CUBO INICIAL (L, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105119] PULSERA HILO CUBO INICIAL (M, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105120] PULSERA HILO CUBO INICIAL (M, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105121] PULSERA HILO CUBO INICIAL (M, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105122] PULSERA HILO CUBO INICIAL (M, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105167] PULSERA HILO CUBO INICIAL (N, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105168] PULSERA HILO CUBO INICIAL (N, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105169] PULSERA HILO CUBO INICIAL (N, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105170] PULSERA HILO CUBO INICIAL (N, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105171] PULSERA HILO CUBO INICIAL (P, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105172] PULSERA HILO CUBO INICIAL (P, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105173] PULSERA HILO CUBO INICIAL (P, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105174] PULSERA HILO CUBO INICIAL (P, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105175] PULSERA HILO CUBO INICIAL (R, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105176] PULSERA HILO CUBO INICIAL (R, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105177] PULSERA HILO CUBO INICIAL (R, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105178] PULSERA HILO CUBO INICIAL (R, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105179] PULSERA HILO CUBO INICIAL (S, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105180] PULSERA HILO CUBO INICIAL (S, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105181] PULSERA HILO CUBO INICIAL (S, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105182] PULSERA HILO CUBO INICIAL (S, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105183] PULSERA HILO CUBO INICIAL (T, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105184] PULSERA HILO CUBO INICIAL (T, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105185] PULSERA HILO CUBO INICIAL (T, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105186] PULSERA HILO CUBO INICIAL (T, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105195] PULSERA HILO CUBO INICIAL (U, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105196] PULSERA HILO CUBO INICIAL (U, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105197] PULSERA HILO CUBO INICIAL (U, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105198] PULSERA HILO CUBO INICIAL (U, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[105187] PULSERA HILO CUBO INICIAL (V, BEIGE),""2026-03-26 13:13:43"",""0.0"""
"[105188] PULSERA HILO CUBO INICIAL (V, MARRON),""2026-03-26 13:13:43"",""0.0"""
"[105189] PULSERA HILO CUBO INICIAL (V, NEGRO),""2026-03-26 13:13:43"",""0.0"""
"[105190] PULSERA HILO CUBO INICIAL (V, ROJO),""2026-03-26 13:13:43"",""0.0"""
"[104220] PULSERA TRENZA 3 CABOS (BRIDGE, S, NEGRO),""2026-03-26 15:40:06"",""0.0"""
"[104221] PULSERA TRENZA 3 CABOS (BRIDGE, M, NEGRO),""2026-03-26 15:40:06"",""0.0"""
"[104223] PULSERA TRENZA 3 CABOS (BRIDGE, S, CHOCOLATE),""2026-03-26 15:40:06"",""0.0"""
"[104224] PULSERA TRENZA 3 CABOS (BRIDGE, M, CHOCOLATE),""2026-03-26 15:40:06"",""0.0"""
"[104226] PULSERA TRENZA 3 CABOS (BRIDGE, S, MALBEC),""2026-03-26 15:40:06"",""0.0"""
"[104227] PULSERA TRENZA 3 CABOS (BRIDGE, M, MALBEC),""2026-03-26 15:40:06"",""0.0"""
"[104250] BRAZALETE PICA (BRIDGE, S, NEGRO),""2026-03-26 15:49:00"",""0.0"""
"[104251] BRAZALETE PICA (BRIDGE, L, NEGRO),""2026-03-26 15:49:00"",""0.0"""
"[104252] BRAZALETE PICA (BRIDGE, S, CHOCOLATE),""2026-03-26 15:49:00"",""0.0"""
"[104253] BRAZALETE PICA (BRIDGE, L, CHOCOLATE),""2026-03-26 15:49:00"",""0.0"""
"[104254] BRAZALETE PICA (BRIDGE, S, MALBEC),""2026-03-26 15:49:00"",""0.0"""
"[104255] BRAZALETE PICA (BRIDGE, L, MALBEC),""2026-03-26 15:49:00"",""0.0"""
"[104256] BRAZALETE PICA (VAQUETA, S, CHOCOLATE),""2026-03-26 15:51:28"",""0.0"""
"[104257] BRAZALETE PICA (VAQUETA, L, CHOCOLATE),""2026-03-26 15:51:28"",""0.0"""
"[104258] BRAZALETE PICA (VAQUETA, S, NATURAL),""2026-03-26 15:51:28"",""0.0"""
"[104259] BRAZALETE PICA (VAQUETA, L, NATURAL),""2026-03-26 15:51:28"",""0.0"""
"[104260] BRAZALETE PICA (VAQUETA, S, DULCE DE LECHE),""2026-03-26 15:51:28"",""0.0"""
"[104261] BRAZALETE PICA (VAQUETA, L, DULCE DE LECHE),""2026-03-26 15:51:28"",""0.0"""
"[105069] BRAZALETE LARGO (NEGRO),""2026-03-27 10:47:46"",""0.0"""
"[105070] BRAZALETE LARGO (CHOCOLATE),""2026-03-27 10:47:46"",""0.0"""
"[105071] BRAZALETE LARGO (MALBEC),""2026-03-27 10:47:46"",""0.0"""
"[105056] SANDALIA TEO (45),""2026-03-27 12:44:53"",""0.0"""
"[105230] TOTE TATI RAYAS (NEGRO),""2026-03-27 14:27:23"",""0.0"""
"[105231] TOTE TATI RAYAS (VERDE),""2026-03-27 14:27:23"",""0.0"""
"[103630] PORTACOSMETICOS UMA (VISON),""2026-03-27 14:27:23"",""0.0"""
"[103956] SOBRE ANALIA CHICO (PU, NEGRO),""2026-03-27 14:27:23"",""0.0"""
"[103557] CARTUCHERA PU (PU, VERDE),""2026-03-27 14:27:23"",""0.0"""
"[103966] SOBRE ANALIA GRANDE (PU, GRIS),""2026-03-27 14:27:23"",""0.0"""
"[104197] SOBRE ANALIA GRANDE (CROCO, VERDE),""2026-03-27 14:27:23"",""0.0"""
"[103548] CARTUCHERA PU (PU, AZUL),""2026-03-27 14:27:23"",""0.0"""
"[102226] CADENA GRUMET ALTERNADA 0.4 (45),""2026-03-27 15:22:02"",""9386.59"""
"[104089] TIENTO CUERO (120, VESUBIO, 4 mm, GAMUZA),""2026-03-27 15:22:47"",""1650.0"""
"[102900] ARO PASANTE PIEDRA CUBIC GEOMETRICO (12) (PAR),""2026-03-27 15:23:03"",""22804.0"""
"[102962] DIJE PIEDRA CUBIC HIJO NIÑA (4),""2026-03-27 15:24:36"",""5225.58"""
"[102900] ARO PASANTE PIEDRA CUBIC GEOMETRICO (12) (PAR),""2026-03-27 15:26:34"",""22804.0"""
"[102327] PULSERA GRUMET ALTERNADA 1.0 (18),""2026-03-27 15:35:09"",""22133.12"""
"[104935] ANILLO PIEDRA CUBIC CINTILLO (2) (10),""2026-03-27 15:35:13"",""0.0"""
"[102845] ARO PASANTE PIEDRA CUBIC ESTRELLA (UN),""2026-03-27 15:35:20"",""6121.7"""
"[101274] PORTACABLES (2) (VAQUETA, CHOCOLATE),""2026-03-27 20:41:00"",""1320.66"""
"[101517] REMERA AMADEO (S, NEGRO),""2026-03-28 19:04:33"",""8262.81"""
"[101518] REMERA AMADEO (M, NEGRO),""2026-03-29 13:28:20"",""8262.81"""
"[101688] TARJETERO ARIES (BRIDGE, CARAMELO),""2026-03-29 15:05:49"",""1651.24"""
"[101690] TARJETERO ARIES (BRIDGE, NEGRO),""2026-03-29 15:05:49"",""1651.24"""
"[100622] CHOMBA POLO NAOS (S, AZUL MARINO),""2026-03-29 16:21:27"",""11568.6"""
"[100980] LLAVERO KAREN (AZUL/MARSALA),""2026-03-29 16:58:17"",""3634.7100000000005"""
"[102781] ARO COLGANTE PIEDRA CUBIC CORAZON (UN),""2026-03-29 18:05:26"",""9284.15"""
"[102541] ARO COLGANTE PAMPA (PAR),""2026-03-30 14:18:21"",""13140.86"""
"[105080] ANILLO DOS LETRAS (12, BF),""2026-03-30 14:18:27"",""0.0"""
"[102346] PULSERA ROLO 2.0 (19.5),""2026-03-30 14:57:31"",""55278.88"""
"[103442] ARO PASANTE SEMI ESLABON MEDIANO (PLATEADO),""2026-03-30 15:04:19"",""431.71999999999997"""
"[103806] SET PASANTES PRESION PERLA DORADO,""2026-03-30 15:04:25"",""421.41"""
"[103017] MEDIAS ADULTO X 1,""2026-03-30 15:59:30"",""364.83333333333326"""
"[103018] MEDIAS ADULTO X 2,""2026-03-30 15:59:43"",""658.1666666666667"""
"[103019] MEDIAS INFANTILES,""2026-03-30 15:59:55"",""364.84603773584905"""
"[103922] SET X6 GOMITAS CLASICOS/BRILLOS,""2026-03-30 16:00:53"",""206.34000000000003"""
"[100001] BANDEJA CHICA (HEREFORD),""2026-03-30 16:35:30"",""5948.76"""
"[105090] CINTURON JAIRO (90, CHOCOLATE),""2026-03-30 17:42:59"",""15900.0"""
"[100617] CHALINA EXEDRA (CELESTE),""2026-03-30 20:03:24"",""4957.0199999999995"""
"[101529] REMERA DANA (M, BLANCO),""2026-03-30 20:03:24"",""8262.81"""
"[104418] DRIVER SONIA (36, CAMEL),""2026-03-30 20:03:24"",""29159.100505132057"""
"[102985] CHALECO TRINIDAD (BEIGE),""2026-03-30 20:03:24"",""16527.27"""
"[103271] ARMA TU LOOK (LETRAS BYN REDONDAS),""2026-03-30 21:03:14"",""273.17"""
"[103504] CADENA LETRA (S, PLATEADO),""2026-03-30 21:03:17"",""237.79000000000002"""
"[104141] ARO PASANTE CHISPA 4 PUNTAS NIQUEL 5 MM,""2026-03-30 21:03:24"",""195.09600000000003"""
"[104162] ARO PASANTE BOLITA 12 MM (DORADO),""2026-03-30 21:03:26"",""367.708"""
"[102907] ARO APRETADOR ONDAS (UN),""2026-03-31 09:58:45"",""6124.78"""
"[104685] ANILLO PIEDRA CUBIC MEDIO SIN FIN (8) (14),""2026-03-31 09:59:28"",""10567.013958637692"""
"[105111] ANILLO HOJAS (15),""2026-03-31 10:01:01"",""17550.932629033196"""
"[103018] MEDIAS ADULTO X 2,""2026-03-31 12:22:34"",""658.1666666666667"""
"[103019] MEDIAS INFANTILES,""2026-03-31 12:22:56"",""364.84603773584905"""
"[101193] MOUSEPAD (BRIDGE, NEGRO),""2026-03-31 13:46:56"",""2808.26"""
"[105089] CINTURON GUS (105, NEGRO),""2026-03-31 13:47:44"",""15500.0"""
"[101140] MONEDERO GRACE (BRIDGE, NEGRO),""2026-03-31 13:50:24"",""4461.16"""
"[101690] TARJETERO ARIES (BRIDGE, NEGRO),""2026-03-31 14:24:36"",""1651.2400000000002"""
"[101691] TARJETERO ARIES (BRIDGE, ROJO),""2026-03-31 14:24:36"",""1651.24"""
"[101692] TARJETERO ARIES (BRIDGE, TABACO),""2026-03-31 14:24:36"",""1651.2400000000002"""
"[100183] BILLETERA LIAM (NAPADO, NEGRO),""2026-03-31 14:25:15"",""14874.38"""
"[100181] BILLETERA LIAM (NAPADO, CARAMELO),""2026-03-31 14:25:15"",""14874.38"""
"[100182] BILLETERA LIAM (NAPADO, CHOCOLATE),""2026-03-31 14:25:15"",""14874.38"""
"[100184] BILLETERA LIAM (NAPADO, SUELA),""2026-03-31 14:25:15"",""14874.38"""
"[101701] TARJETERO ARIES BIFAZ (AZUL),""2026-03-31 14:26:27"",""1651.24"""
"[103966] SOBRE ANALIA GRANDE (PU, GRIS),""2026-03-31 14:47:10"",""1715.18"""
"[103978] SOBRE PRAGA (CELESTE),""2026-03-31 14:47:13"",""2025.54"""
"[103518] CARTUCHERA CILINDRO (GRIS),""2026-03-31 14:47:16"",""1421.15"""
"[103533] CARTUCHERA LUNA (PU, GRIS),""2026-03-31 14:47:18"",""1780.515"""
"[103957] SOBRE ANALIA CHICO (PU, SALMON),""2026-03-31 14:47:32"",""1486.49"""
"[105095] CINTURON JAIRO (95, NEGRO),""2026-03-31 19:39:05"",""15900.0"""
"[103966] SOBRE ANALIA GRANDE (PU, GRIS),""2026-04-01 11:17:30"",""1715.18"""
"[103920] SET X6 BROCHES CHICOS CUADRADOS PASTEL,""2026-04-01 11:30:23"",""410.26000000000005"""
"[103688] PULSERA HILO REGULABLE SIGNO (ESCORPIO),""2026-04-01 11:34:26"",""361.19999999999993"""
"[103703] PULSERA REGULABLE CRISTAL FASCETADAS C/ OJOS ROJO,""2026-04-01 11:34:34"",""421.41"""
"[103716] PULSERA REGULABLE MOSTACILLA FASCETADA C/ OJO TURCO CELESTE,""2026-04-01 11:34:37"",""421.4099999999999"""
"[103740] SCRAP BIJOU 1990,""2026-04-01 11:38:36"",""364.83"""
"[103741] SCRAP BIJOU 2990,""2026-04-01 11:38:39"",""548.17"""
"[103742] SCRAP BIJOU 3990,""2026-04-01 11:38:41"",""731.5"""
"[103744] SCRAP BIJOU 5990,""2026-04-01 11:38:44"",""1098.17"""
"[103745] SCRAP BIJOU 6990,""2026-04-01 11:38:45"",""1281.5"""
"[103774] SCRAP PELO 1990,""2026-04-01 11:38:48"",""364.837"""
"[101316] PORTAFOLIO VENUS CHICO (BRIDGE, TABACO),""2026-04-01 12:32:52"",""44626.45"""
"[105059] BANDOLERA FREDA (CHOCOLATE),""2026-04-01 12:34:51"",""0.0"""
"[105058] BANDOLERA FREDA (NEGRO),""2026-04-01 12:34:51"",""0.0"""
"[105085] CARTERA VERA (NOBUCK, CUOIO),""2026-04-01 12:36:29"",""0.0"""
"[100048] BANDOLERA MATILDA (HEREFORD),""2026-04-01 12:37:54"",""14874.38"""
"[104279] CARTERA MINI EMMA (PELO, HOLANDO),""2026-04-01 12:38:32"",""21485.95"""
"[102469] DIJE INICIAL (N),""2026-04-01 13:25:40"",""1976.52"""
"[103246] PRODUCTO OUTLET 24990,""2026-04-01 15:20:51"",""8261.160000000002"""
"[103252] PRODUCTO OUTLET 54990,""2026-04-01 15:21:10"",""18178.51"""
"[103243] PRODUCTO OUTLET 9990,""2026-04-01 15:22:48"",""3302.48"""
"[103257] PRODUCTO OUTLET 89990,""2026-04-01 15:24:16"",""29748.76"""
"[103260] PRODUCTO OUTLET 159990,""2026-04-01 15:26:10"",""52889.26"""
"[101390] PORTALENTES LUZ (BRIDGE, TABACO),""2026-04-01 15:30:54"",""2312.4"""
"[105237] PORTALENTES LUZ (BRIDGE, CAMEL),""2026-04-01 15:32:23"",""0.0"""
"[105226] PULSERA HILO BARRITA (1) (MARRON),""2026-04-01 15:35:19"",""8136.25"""
"[105235] FUNDA DE CUADERNO A4 (BRIDGE, SUELA),""2026-04-01 15:35:51"",""0.0"""
"[105236] FUNDA DE CUADERNO A4 (BRIDGE, CAMEL),""2026-04-01 15:35:51"",""0.0"""
"[103258] PRODUCTO OUTLET 99990,""2026-04-01 15:49:34"",""33054.55"""
"[103261] PRODUCTO OUTLET 199990,""2026-04-01 15:50:05"",""66112.4"""
"[100106] BANDOLERA VICENTA (BRIDGE, CARAMELO),""2026-04-01 17:10:33"",""16527.27"""
"[103767] SCRAP MARRO GRANDE 19990,""2026-04-02 14:11:18"",""3664.8300000000004"""
"[102409] ANILLO ZODIACO (17, ARIES),""2026-04-02 15:23:12"",""3218.6"""
"[101359] PORTALAPTOP MILTON (BRIDGE, CARAMELO),""2026-04-03 16:48:34"",""12395.04"""
"[100635] CHOMBA POLO NAOS (M, DENIM GASTADO),""2026-04-05 13:26:53"",""11568.6"""
"[101207] NECESSAIRE FELI (BRIDGE, ROJO),""2026-04-05 14:43:04"",""12395.04"""
"[100547] CARTERA LISBOA (IGUANA, NEGRO),""2026-04-05 14:55:36"",""13221.49"""
"[101386] PORTALENTES LUZ (BRIDGE, CHOCOLATE),""2026-04-05 15:09:37"",""2312.4"""
"[101459] PORTAPASAPORTE CHESTER BIFAZ (VERDE/SUELA),""2026-04-05 15:53:19"",""2808.26"""
"[101534] REMERA DANA (M, CHARCOAL),""2026-04-06 14:42:25"",""8262.81"""
"[103182] CARTERA HARPER (DESCARNE, VERDE MILITAR),""2026-04-06 14:42:26"",""36361.98"""
"[101350] PORTALAPTOP JOY (MODENA, TABACO),""2026-04-07 09:41:22"",""11568.6"""
"[104983] CARTERA MANA FLECOS (LINEA PESPUNTES) (NAPADO, TABACO),""2026-04-07 09:53:35"",""42312.4"""
"[101310] PORTAFOLIO RUBEN (CHOCOLATE),""2026-04-07 10:14:56"",""57849.59"""
"[105107] CINTURON MIA (S, TABACO),""2026-04-07 14:04:03"",""13100.0"""
"[101360] PORTALAPTOP MILTON (BRIDGE, MALBEC),""2026-04-07 14:34:41"",""12395.04"""
"[100558] CARTERA LONDRES (BRIDGE, MALBEC),""2026-04-07 14:35:26"",""30576.86"""
"[100470] CARTERA APHOLO C/CIERRE (BRIDGE, MALBEC),""2026-04-07 14:36:12"",""33056.2"""
"[100034] BANDOLERA CARLA (PELO, HEREFORD),""2026-04-07 14:37:08"",""11568.6"""
"[100472] CARTERA APHOLO C/CIERRE (BRIDGE, TABACO),""2026-04-07 14:37:48"",""33056.2"""
"[100533] CARTERA LEANDRA (NAPADO, ROJO),""2026-04-07 14:38:24"",""18180.17"""
"[100531] CARTERA LEANDRA (NAPADO, MALBEC),""2026-04-07 14:42:38"",""18180.17"""
"[101087] MOCHILA PACARI (BRIDGE, MALBEC),""2026-04-07 14:43:32"",""39667.77"""
"[101091] MOCHILA PACARI (CRASH, MALBORO),""2026-04-07 14:43:32"",""39667.77"""
"[103188] CARTERA VERA (NAPOLE, CAOBA),""2026-04-07 14:45:09"",""29750.41"""
"[101516] REMERA AMADEO (2XL, CHARCOAL),""2026-04-07 14:45:11"",""8262.81"""
"[101034] MEDIAS MEDIA CAÑA CORTAS (NEGRO),""2026-04-07 14:45:13"",""1072.73"""
"[101459] PORTAPASAPORTE CHESTER BIFAZ (VERDE/SUELA),""2026-04-07 14:45:19"",""2808.26"""
"[103170] BANDOLERA JADE (LINEA FRUNCES) (BRIDGE, LONDON),""2026-04-07 14:45:21"",""11568.6"""
"[104438] DRIVER AIDA (36, CREMA),""2026-04-07 14:45:29"",""29159.100505132057"""
"[101706] TARJETERO BILL (BRIDGE, NEGRO),""2026-04-07 14:48:29"",""3634.7100000000005"""
"[101707] TARJETERO BILL (BRIDGE, ROJO),""2026-04-07 14:48:29"",""3634.71"""
"[101688] TARJETERO ARIES (BRIDGE, CARAMELO),""2026-04-07 14:51:05"",""1651.24"""
"[101689] TARJETERO ARIES (BRIDGE, MALBEC),""2026-04-07 14:51:05"",""1651.24"""
"[100109] BANDOLERA VICENTA (BRIDGE, ROJO),""2026-04-07 15:16:34"",""16527.27"""
"[100259] BOLSO TUBO GRANDE (GAMUZA, AZUL/TABACO),""2026-04-07 15:21:17"",""71072.73"""
"[100467] CARTERA AMARILLA SET SOBRE BIFAZ (VERDE/SUELA),""2026-04-07 15:24:00"",""26444.63"""
"[100041] BANDOLERA LENA (NAPADO, AZUL),""2026-04-07 15:32:37"",""33056.2"""
"[101076] MOCHILA MARCOS (NAPADO, NEGRO),""2026-04-07 15:36:40"",""71072.73"""
"[101103] MOCHILA PORTIA (BRIDGE, CHOCOLATE),""2026-04-07 15:36:42"",""49585.12"""
"[101111] MOCHILA TECH 21066,""2026-04-07 15:36:44"",""11568.6"""
"[101656] SOBRE OMEGA (GAMUZA, GRIS OSCURO),""2026-04-07 15:36:48"",""9915.7"""
"[101811] TOTE CACHI  (PELO, HOLANDO),""2026-04-07 15:36:50"",""16527.27"""
"[104182] TOTE TILCARA (CARAMELO),""2026-04-07 15:36:52"",""16527.27"""
"[101800] TARJETERO VINCENT (CHOCOLATE),""2026-04-07 18:19:02"",""5783.47"""
"[103736] SCRAP BEAUTY 6990,""2026-04-08 13:08:27"",""1281.5"""
